#indo
*Indo-European
+Proto-Indo- European	*oynos / *sem	*duwō	*treyes	*kwetwores	*penkwe	*sweks	*septṃ	*oktō	*newṇ 	*dekṃ
Kaidipang	sobotu	dia	toɭu	opato	ɭima	onomo	pitu	waɭu	sio	mopuɭu
Bolango	hobatu	duia	toɭu	opato	ɭima	wonomo	pitu	waɭu	sio	puɭu
Atinggola	obatʊ	duia	toɭu	opato	ɭima	onom	pitu	aɭu	sio	mopuɭu
Gorontalo	oinda	duluo	tolu	opato	limo	olomo	pitu	walu	tio	opulu
Suwawa	tomita	dɛuwa	tolu	oopato	lima	wono	pitu	walu	tio	pulu
Buol	teʔetu	duʔia	tolu	opat	limo	onom	pitu	walu	tio	mopulu
*4Central Sulawesi
Banggai	meeng	lua	tolu	saŋkap	lima	noom	pitu	alu	sio	songulu
*5Eastern
Saluan	saʔaŋuʔ	onuaʔ	totolu	opat	olimaʔ	anom	popituʔ	uwaluʔ	osia	sampuluʔ
Andio	saʔaŋuʔ	oruaʔ	toluʔ	paat	limaʔ	noom	pituʔ	waluʔ	sioʔ	sompuluʔ
Balantak	isá	ruá	tolú	paat	limá	noom	pitú	walú	sió	sampuló
*5West Central
Balaesan	inja	dorua	totolu	rapat	lelima	ronong	pepitu	oβalu	sesio	hopulu
Tolitoli	sabatu	dóua	totolu	opat	lima	onom	pitu	alu	sio	sompulu
Tomini	soungU	doluo	totolu	apatE	lelima	onomE	pepitu	oalu	sesio	sopulu
Bolano	tooʔu	dóuá	totolu	opat	lima	onom	pitu	oalu	sioE	sompuu
Dondo	soongu	doluo	totolu	apatE	lelima	onomE	pepitu	oalu	sesio	sopulu
Dampelasa	inca	ahua	totolu	hapat	lelima	honong	pepitu	hoalu	sesio	sopulu
Kasimbai (Tajio)	sobua	orua	totolu	apat	lelima	onong	pepitu	oalu	sesio	sompulu
Petapa Taje	sobua	rorua	totolu	apati	lelima	oono	pepitu	oβalu	sesio	sompulu
Ndau	soung	doluo	totolu	rapat	lelima	ronong	pepitu	walu	sesio	sompuluh
Lauje	soung	doluo	to’tolu	apatE	lelima	onong	pepitu	oalu	sesio	sompulu
Kaili	sangu	randua	tatalu	ampa	alima	aono	papitu	uwalu	sasio	sapulu
Pipikoro (Uma)	isa	dua	tolu	opo’	lima	ono	pitu	walu	sio	nampulu’
Lindu	sangkou	rongkou	tolu	opo	alima	aono	papitu	walu	sasio	sampulu
Sedoa	isa	dua	tolu	iba	lima	aono	pitu	b̵alu	sasio	sampulu
Napu	isa	dua	talu	iba	lima	ini	pitu	uwalu	hahio	hampulo
Bada	isa	rombua	talu	iba	lima	ini	pitu	uwalu	hahio	hampulo’
Rampi	isaʔ	duʷa	toḽu	iba	limo	ʔoni	pitu	uwaḽu	hio	hampuḽuʔ
Pamona	samba’a	radua	tatogo	aopo	alima	aono	pitu	uayu	sasio	sampuyu
Bungku	asa	orua	otolu	opaa	olima	onoo	opitu	hoalu	osio	hapulu
Mori	ʔaaso	or̃uo	otolu	opaa	olimo	ono	opitu	oalu	osio	hopulo
Tolaki (Lalaki)	aso	ruo	tolu	omba	limo	ono	pitu	howalu	osio	hopulo
*4South Sulawesi
Macassarese	sere	ruwa	tallu	appa	lima	annang	tudju	sagantudju	salapang	sampulo
Buginese	seua	dua	təllu	əppa	lima	ənnəŋ	pitu	arua	asera	pulo
Mandar	mesa	daddua	tallu	appe	lima	annang	pitu	arua	amessa	sappulo
Sadan	meesaʔ	dua	tallu	ʔappaʔ	lima	anan	pitu	kařua	kasseřa	saŋpulo
Massenrempulu	mesaʔ	hor̃e	tallu	ʔaʔapaʔ	lima	ʌnʌn	pitu	kařua	kaseřa	saʔpulo
Pitu Ulunna Salo	mesa	dua	tallu	appaʔ	lima	unuŋ	pitu	kařua	kamesa	sappulo
Mamuju	setto	duʷa	tallu	pataʔ	lima	ʔanaŋ	pitu	uwalu	sasiyo	sampulo
Seko	mesaʔ	duʷa	italu	ʔupaʔ	lima	unuŋ	pitu	sakkupaʔaŋ	kamesaʔa	sappuloo
Wotu	saŋo	duaŋo	taluaŋo	patoŋo	alima	ana	pitu	walu	sasio	sapulu
*4Muna-Buton
Muna	ise	dua	tolu	paa	dima	noo	pitu	oalu	siua	ompulu
Wolio	ise	jua	talu	pata	lima	nama	pitu	walu	sio	sapulu
Buton	ise	dua	tolu	apa	lima	ana	pitu	ualu	sio	səpulu
S. Buton (Cia-Cia) 	dise	rua	tolu	pa’a	lima	no’o	picu	walu	siua	ompulu
Tukang-Besi	assa	dua	tolu	pa’a	lima	no’o	hitu	alu	sia	ompulu
Bonerate	ása	kedúa	ketólu	keháʔa	kelima	kenóʔo	kehitu	keálu	kesia	ompúlu
Kalaotoa	sɨʔɨnsa	rúa	tálu	páta	líma	ánaŋ	pítu	válu	sío	sapúlu
Layolo	seʔɨnsa	r̃ua	talu	apa	lima	ana	pitu	falu	siyo	spulu
*3Borneo
*4Ida’an
Ida’an	satu	dua	tʌ·lu	pa:tʔ	limoh	no·m	tuřu		siwai	puluʔ
*4Northeast
*5Murut-Tidong
Selungai Murut	daono	duwo	talu	apat	limo	onom	taloʔ	balɔ	siam	apulu
Kolod	donoʔ	dwoᵘ	talug	ʔafat	limou	onom	tuluʔ	buluʔ		ʔpod
Sumambu (Tagal)	saumi	ruö	taluh	ʔapat	limou	ʔonom	tuluʔ	baluʔ	siam	ʔopɔr
Paluan	dondoz	duwo	talu	apat	limoh	onom	tuluʔ	baluʔ	siəm	opor
Timugon	sinan	duɔ	tálu	ʔapatʔ	limɔʔ	ʔnnɔm		waluʔ	siam	sʌpúlu
Beaufort Murut	ɾöndö	duö	talu	apatʔ	limɔ	ʔɔnɔm	tuɾuʔ		siam	ʔöpöɾ
Keningau	dɔ́ndɔʔ	duwou	tálu	ʔapət	limú	ʔɔnə́m	túruʔ	baluʔ	siyə́m	móᵘpudn
Tidong	senán	dou	taluʔ	ʔapatʔ	kagai	ʔnnʌm	tuju	walu	nanus	sʌpu
 Serudong  	senán	dou	taluʔ	ʔapatʔ	kagai	ʔnnʌm	tuju	walu	nanus	sʌpu
Sambakung  	do:no	du:duʔ	talu	öpat	limöʔ	ənom	tuluʔ	balú	siam	apúlu
Baukan  	dəndoʔ	dou	talu	ʌpat	limoʔ	ənom	turu	siku	siam	məpod
Kalabakan  	də́ndə	duə	talu	ʔapatʔ	límə	ʔɔnɔm	tujuʔ	walu		sʌpúlu
*5Dusun-Bisaya
Gana  	’ʔisa	dua	təlu	ʔápat	limo	ʔonom	tu	balu	siam	’ʔɔpöd
Kuijau  	ʔisə	duwə	təlu	’ʔapat	limou	ənom	turuʔ	waluʔ	sizəm	hapad
Kadazan-Dusun  	iso	duöʰ	tölu	apat	limo	ʔönöm	turuʔ	walu	siam	höpöd
Lotud  	is’oʔ	duəh	tɔluʰ	apǎt	limöh	ɔn´¨ m	turuʔ	waluʔ	siam	hɔpöd
Papar	döndö	duö	talu	apátʔ	limo	önöm	turuʔ	balu	siam	sʌpúlu
Rungus	išu	duv	tatu	ʔapatʔ	limu	onom	tuřuʔ	valu	sizam	hapud
E Kadazan	isʌ	duβʌ	tʌƚu	apat	ƚimʌ	ʌnʌm	turu	βalu	siβʌi	apulu
Klias R Kadazan	satu	duβo	təlu	apatʔ	limɔ	anam	tuju	walu	sizam	sᵊpulu
Kimaragang	ʔisoʔ	duwoʔ	tolu	ʔapat	limoʔ	ʔonom	tuřu	walu	siyam	ʔoᵘpʋd
Garo	ʔisokʔ	dua	təlu	ʔapatʔ	limoʔ	ʔənəm	tuřuʔ	waluʔ	sizam	pud
Tebilung	ʔiso	dua	təlu	ʔapatʔ	limoʔ	ʔɔnɔm	tuřu	waluʔ	siyam	ʔɔpud
Tatana	misö	duö	tölu	ʔapatʔ	límö	ʔönöm	turuʔ	baluʔ	siam	öpöd
N Bisayan	misə	duö	töluʰ	ʔapat	limṏ	ʔönöm	tuɾuʔ	waluʔ	siam	sɛpúluʰ
S Bisayan	sanginan	duo	talu	apat	limo	onom	turu’	balu’	siam	mopod
*5Paitanic
Dumpas	sʌmbata	duo	tʌlu	ʔapatʔ	limo	ʔonom	tuřu	walu	siwʌi	ʔʌpulu
Lingkabau	idoh	duwa	təlu	ʔampatʔ	limo	ʔənəm	turuʔ	waluʔ	siwəi	kəpulu
Abai Sungai	daono	duwo	talu	apat	limo	onom	toloʔ	balɔ	siam	apulu
Tambanua	idukʔ	duʔ	tʌlu	ʔapatʔ	limuʔ	ənum	tuřukʔ	walu	siwʌi	ʌpulu
Upper Kinabatangan	ido	duʷo	talu	ʌpat	limo	ənom	turuʔ	waluʔ	siwoi	apulu
Lobu	ʔidoh	duaʔ	tʌlu	ʔapatʔ	limö	ʔʌnam	tuřu	balu	siyam	ʔʌpud
*4Apo Duat
Lundayeh	adcě	duěh	talu	afat	limě	ěněm	tudu	walu	liwa	fuluq
Kelabit	edah	duah	tělu	apat	lima	ěněm	tuduq	waduq	iwaq	puluq
Sa’ban	séh	wéh	lau	paet	imah	nam	ddeu	alau	iwa’	plu’
*4Rejang-Baram
Melanau	jiněng	ba	lou	pat	lima	nam	tujuq	maqdi	supuq	luqěn
Bukitan	jik	duah	talu	pat	limon	nom	tujoh	hean	julah	puloh
Narom	ciěh	děbiěh	tělaw	pad	limah	ěnam	tujuěh	made	pai	pulou
Kiput	sih	dufih	telaw	paat	limeh	nem	tuceu’	maray	pai’	pulau’
Berawan	acih	lěbih	tělö	pat	dima	něm	tusu	mare	gělěpe	pulô
Punan Bah	ji	duo	telu	pat	limo	anum	tusu	eyan	julan	perluen
*4Land Dayak
Jagoi	ni	duoh	taruh	pat	rimoh	nuəm	ju’	moih	pri’i	simo’ong
Singgie	ni	duech	taruch	pat	rimuch	nom	juh	maïh	pri’i	simüong
Biatah	ndi	duěh	taruq	pat	rimě	něm	ju	mai	riqi	tsiměng
Bukar Sadong	ndi	duěh	taruq	pat	rimě	něm	ju	may	riqi	tsiměng
Bekati’	asaʔ	duaʔ	taru	apat	rimaʔ	unun	ijuʔ	maiʔ	pire	sapuluh
Benyadu’	indiq	duěh	taruh	mpat	riměh	ěnm	ijuq	mahi	perěqi	simuhěng
Kembayan	nye’	idu	taruah	mpat	rəməh	nəm	iju’	mai	puri	simənga
Ribun	goli’	dukoh	tahuh	mpat	humuh	ning	iju	mae	pihi	simong
Sanggau	satu	dukah	taruh	mpat	lima’	nam	tujoh	lapan	smilan	spuloh
*4Kayan-Kenyah
Punan-Nibong	jah	dua	telu	pat	lima	anum	tujek	aya	pian	jajap
Murik Kayan	nji	luaq	tatuq	pat	limaq	nem	tusu	sayaq	pitan	pupu
Rejang Kayan	ji	duaʔ	təluʔ	pat	limaʔ	nəm	tusu	sayaʔ	pitan	pulu
Kayan R. Kayan	ji	dua’	telo’	pat	lima’	nem	tusu	saya’	pitan	pulu
Aoheng	tji	duo	tou	opat	limo	onom	tetju	hean	tian	pulu
Sebob Kenyah	jah	duah	telu’	pat	lemah	nem	tujuk	ayak	piah	jejap
Upper Baram Kenyah	jah	duah	teleu’	pat	lemah	nem	tujuh	ayah	pl-en	poloo’
*4Barito
*5East
Lawangan	ɛrai	duɨ’	tɔlu	opat	limɨ’	ɔnɨm	turu	walɔ	siɛ	sɨpuluh
Dusun Deyah	ɛrai	ruɛh	tɔlu	ɔpat	dimɔ	ɔnɔm	tɔru’	βalu’	siɛ	spulu
Ma’anyan	isa’	ruɛh	tɛlo	ɛpat	dimɛ	ɛnɛm	pitu	βalu’	suɛi	sapuluh
Malagasy	iráy	róa	télo	éfatra	dímy	énina	fíto	válo	sívy	fólo
*5West
Dohoi	ihčɔ’	duɔ’	tɔlu’	ɔhpat	limɔ’	ɔnɔm	pihtu’	jaλu’	siɔi	pulu’
Siang	ičo	duɔ’	tɔlu’	ɔpat	lima’	ɔnɔm	pitu’	jalu’	suɔi	spuluh
Kapuas (Ngaju)	ijɛ’	duɛ’	tɛlɔ’	epat	limɛ’	jahawɛn	oju	haŋa	jalatiɛn	sapuluh
Katingan	ičɛ’	duɛ’	tɛlu’	ɛpat	limɛ’	jahawɛn	uču’	haña’	jalatiɛn	sapuluh
Kahayan	ije	due	telu	epat	lime	jahawen	uju	hanya	jalatien	sapuluh
Bakumpai	ije	due	telu	epat	lime	jahawen	iyu	hanya	jalatien	sapuluh
*5Mahakam
Tunjung	ča’	rʌga’	tʌlu	paat	lima’	hagan	tuju	kaluuŋ	sʌtian	sawaŋ
*3Sama-Bajau
Abaknon	qadáq	dúwa	talóq	ampat	limaq	qánum	pitoq	waloq	siyám	qawátuŋ
Batuan	dakayuq	dua	təllu	əmpat	lima	ənnom	pitu	waluq	siam	saŋpuuq
Yakan	dembuaq	due	tellu	ampat	lime	ennem	pituq	waluq	siam	sempuq
Sibutuq	issá	duwá	tallú	ampát	limá	unnóm	pituʔ	walúʔ	siyám	saŋpúʔ
Samalan	sɛtí	dúa	tɔ́lu	mpaʔ	líma	ənáŋ	pítu	wálu	sáŋa	səpúlu
N Sama	adda	duwa	tullu	mpat	lima	nnom	pitu’	walu’	siyam	watong
C Sama	isa	dua	tɨllu	ɨmpat	lima	ɨnnom	pituq	waluq	siam	sangpuq
S Sama	issa	duwa	tallu	umpat	lima	unnom	pituh	waluh	siyam	sangpuh
Pangutaran	dakayoq	dua	təllu	əmpat	lima	ənnu- m	pituq	waluq	siam	saŋpuuq
Jama Mapun	disu	dua	təllu	mpat	lima	nnom	pituq	waoq	siam	sapu:
Bajau	isaa	duwa	təllu	mpat	lima	nnum	pítuq	waluq	siyam	sangpuq
Poso (Indonesian Bajau)	dakkau	dua	tullu	ḿpa	lima	anam	tuju	delapan	sembilan	spulu
*3Sundic
+Old Javanese	tunggul	rwa	telu	pat	lima	nem	pitu	uwalu	sanga	sapuluh
!Javanese	siji	loro	telu	papat	lima	nem	pitu	wolu	sanga	sepuluh
Krama	setunggal	kalih	tiga	sekawan	gangsal	nem	pitu	wolu	sanga	sedasa
!Sundanese	hidji	dua	tilu	opat	lima	gənəp	tudjuh	dalapan	salapan	sapuluh
Mbaloh	sera	dua	talu	ampat	lima	anam	tuju	lapan	samilan	sapulo
Gayo	sa	roa	tulu	opat	limö	ònòm	pitu	waluh	siwah	sěpuluh
*4Lampung
Lampung	sa	ruwa	télu	pak	lima	něm	pitu	walu	siwa	sapuluh
Komering	sara	roa	tolu	pak	lima	nom	pitu	walu	suai	puluh
*4Bali-Sasak
!Balinese	sa	dua	telu	empat	lima	enem	pitu	akutus	asia	adasa
Sasak	ěsa	duě	tělu	ěmpat	limě	ěněm	pituʔ	baluʔ	siwaʔ	sěpulu
Sumbawa	saiq	dua	təlu	empat	lima	enam	pituq	balu	siwaq	sepulu
*4Sumatra
Lom	sikok	dué	tige	mpat	lime	nam	tuju	lapedn	semilén	sepolo
Mentawai	sara	dua	telu	epat	lima	enem	pitu	balu	siba	sapulu
Enggano	kəhəi	ʔəru	akir	aɔp	ariyb	ariyb he kahaiʔ	abai kahaiʔ	apaʔ yop	akira kin kəak	kipããɔʔ
Simeulue	sao	dufo	teluro	atao	limaro	nemaro	itturo	salapan	sambilan	sapuluh
Nias	sara	rua	tölu	öfa	lima	önö	fitu	walu	siwa	fulu
Simalungan	sada	dua	tolu	ompat	lima	onom	pitu	ualuh	siah	sapuluh
Mandailing	sada	dua	tolu	opat	lima	onom	pitu	lapan	sambilan	sapulu
!Batak (Toba)	sada	duwa	tolu	opat	lima	onom	pitu	uwalu	sia	sampulu
Karo	sada	dua	telu	empat	lima	enem	pitu	waloh	siwa	sepulu
Alas	sade	duwe	telu	empat	lime	enam	pitu	waluh		sepuluh
*4Malayic
Madurese	settong	dhy	tello’	empa’	lema’	ennem	petto’	ballu’	sanga’	sapolo
*5Malayic Dayak
Iban	siti	dua	tiga	mpat	lima	nam	tujuh	lapan	sěmbilan	sěpuloh
Malayic Dayak	sete’	duaete’	talu	ampat	lima	anam	tujuh	lap[an	sambilan	sapuluh
*5Moklen
Moklen	cha:ʔ	duwa:ʔ	kěloy	pa:t	nɛma:ʔ	nam	duju:k	waloy	chæway	chěpɔh
Moken	cha:ʔ	thuwa:ʔ	taloj	pa:t	lɛma:ʔ	nam	ʔujuh	waloj	chɛwaj	cəpɔh
*5Malayan
Minangƚkabau	ciek	duo	tigo	ampek	limo	anam	tujuah	salapan	sambilan	puluah
Urak Lawoi’	sa	duwa	tiga	paiʔ	lima	nam	tujoh	lapat	sěmilat	sěpuloh
Duano’	sikuq	dua	tigoh		lima			lapan	sěmilat	sapuloh
Rejang	do	duəy	tələw	pat	ləmo	ənum	tujua	delapan	semilan	poloaʔ
Temuan	satu	dua	tiga							sapuloh
Orang Hulu (Jakun)	satu	dua	tiga							sapuloh
!Indonesian (Malay)	satu	dua	tiga	empat	lima	enam	tujuh	delapan	sembilan	sepuluh
…Terengganu	satu	due	tige	engpak	lime	enang	tujoh	lapang	smilang	spuloh
*5Achinese-Chamic
!Achinese (Aceh)	sa	duwa	lhee	peuet	limöng	nam	tujôh	lapan	sikureueng	plôh
Huihui (Tsat)	sa2	thua3	tiə	pa	ma2	na:t2	su1	pa:t2	thua3pa:t	piu
Jarai	sa	dua	klâo	pǎ	rəma	nǎm	juh	copǎn	dua pan	pluh
Rhade	sa	dua	tlâo	pă	êma	năm	kjuh	sa păn	dua păn	pluh
Haroi	χa	thua	tlau	pàq	lamua	nam	chaχuh	lapan	thualapan	aplôh
E Cham	sā	du̯ā	klâu	pāk	limȫ	nàm	tijuḥ	dālāpān	sāmilān	sà-pluḥ
W Cham	sa	dua	klau	pak	lamu’	nǎm	tajuh	tapǎn	samlǎn	hapluh
Chru	sa	dwa	klo’w	pà	lo’ma	nam	to’juh	to’lo’pan	so’lo’pan	sapluh
S Raglai	sa	dua	tlou	pàq	luma	nam	tijuh	lapat	salapat	sapluh
N Raglai	sa	dua	klau	pak	lamu	nǎm	tajuh	tapǎn	samlǎn	hapluh
**Central
*3Central Maluku
*4Teor
Teor	sa	r̃ua	tel	pat	lima	nɛm	pit	uwa	siwa	futha
*4West
Ambelau	ʔɛsbí	lúa	rélo	fa	líma	ne	fičo	valo	siva	boro
Buru	msian	rua	telo	paʔ	lima	neʔ	pito	trua	ciaʔ	polo
Taliabo	siya	howo	tolu	nga	lima	nong	hitu	walu	tasiya	hulu
Sula	híaʔ	gahú	gatél	gar̃éha	galíma	ganéi	gapítʔ	gatáhua	gatasía	póa
Mangoli	g̵ia	g̵u	gat́έlu	gadía	galíma	gané	gapítu	gatúa	gatasía	po
*4East
Banda	sa	ruʔ	telu	ʔat	límo	nemu	ʔitu	walu	siwa	ɸutúsa
Geser	sa	tóti	tolu	fa:t	lim	ʔonan	fitu	ʔalu	sia	ʔuča
Watubela	sa	rua	tolu	fati	lima	onan	fitu	alu	sia	umaha
Bobot	san	lua	tol	fɛt	lima	nom	fit	wal	siwa	vuta
Masiwang	ʔaina	ʔainlua	ʔaintoli	ʔainfat	ʔainlima	ʔainom	ʔainfiti	ʔainwali	ʔainsiwa	huiča
Seti	san	lua	tolu	hata	lima	noi	hit	wal	siwa	futusa
Kayeli	sileʔ	luaʔ	telo	pa	lima	ne	hitoʔ	walo	sembilan	botoʔ
Nuaulu	ɔsa	ua	tɔnu	ate	nima	nome	itu	wanu	sia	hutusa
Wemale	hésa	lúa	télu	nále	líma	dinaine	hítu	wálu	síwa	putúsa
Atamanu (Yalahatan)	ʔísaʔ	rúa	télu	ʔataʔ	lima	nóme	ʔítu	wálu	síwa	hutúsa
Saleman	ésa	lua	tɔ́lɔ	áti	níma	lómi	ítu	álu	sía	húsa
Hulung	ʔésa	lúa	teʔelu	ʔáta	líma	ne:ná	ʔi:tú	walú	siwa	putusá
Lisabata (N Nuniali)	ʔáse	núa	ténu	ʔáta	níma	néna	ʔítu	wánu	síwa	hutúsa
Naka’ela	hésa	lúa	télu	háta	líma	néna	hítu	wálu	síwa	hutúsa
Alune	esa	lua	telu	ata	lima	ne	itu	walu	siwa	butuša
Asilulu	kísal	lúa	télu	áta	líma	néna	ítua	wálu	síwa	husá
Boano	ʔasá	fuwáwa	tɛnúa	ʔatáwa	nimáwa	nɛnáwa	ʔɪtúwa	ʔanúwa	siyáwa	ɸutúsa
Wakasihu	sáne	luai	t̪ilui	ʔát̪iu	límai	ńέniu	ʔít̪ui	wálu	síwai	húsa
Manipa	ʔása	lúa	kélu	ʔáka	líma	ńέna	ʔíku	wálu	síwə	húksə
Luhu	ʔása	lúa	télu	ʔáta	líma	néna	ʔítu	wálu	síwa	husá
Teluti	san	lua	tói	fáe	líma	nóe	fitu	waju	siwa	hutu
Kaibobo	sane	r̃úa	tór̃u	ʔáta	r̃íma	nóʔo	ʔítu	ʔártu	siáʔ	husáne
Hitu	sa	lúa	télu	háta	líma	ńέna	í:tu	wálu	siwa	husa
Paulohi	sai	suá	toru	fale	rima	nojo	fitu	waru	siwa	hutusai
Kamarian	sańέ	r̃úa	tér̃u	háʔa	r̃íma	héʔe	ʔítu	wár̃u	síwa	húsane
Saparua	isái	dua	todu	háʔa	dima	noʔo	hítu	wadu	síwa	husane
Haruku	išáʔi	rúa	tóru	háʔa	ríma	nóʔo	ítu	wáru	síwa	husáne
Nusalaut	sái	rúa	óru	háʔa	ríma	nóʔo	híʔu	wáru	síwa	husái
Amahai	mitair̃o	r̃úa	ʔóru	ʔáʔa	rima	noʔo	hitu	waru	siwa	hutai
*4SE Maluku
Selaru	sásam	ɛnar̃u	ɛnat́έlu	ɛnaʔát	ɛnasím	ńέm	ʔítu̥	wálu̥	síu̥	ńέan
Kei	ʔaén	řu	t̪ɛl	fa:ak	lim	neán	fit̪	wau	siu	vut̪
Yamdena	le:si	duw	t̪el	fʌt̤	lim	nɛm	ʔítʷ	wálw	siu	bu:t̤i
Selwasa	sásin	ršó	rtédu̥	ʔat	dim	nɛm	ʔitu̥	wadu̥	síwu	fɛn
Ujir	set	rúa	láti	ká	líma	dúau	dubusam	karúa	t́έra	uysía
Kola	otía	rúa	lás	káɸa	líma	dúm	dubám	kaɸarúa	téra	ɸuh
Dobel	yéti	ró	láy	ʔáwa	líma	dúbu	dubáyam	ʔáro	héri	wúr
Barakai	etí	rú	lá	káw	lén	dóm	dobám	karú	sér	orwó
Tarangan	étna	rúgwa	lát	káw	lém	dóm	dubám	karúgwa	ser	urpépa
*4Timor-Flores
Helong	mesa	dua	tilu	aat	lima	eneng	itu	palu	sipa	sngulu
Naueti	se	kairua	kaitelu	kaihaa	kailima	[5]-resin	[5]-resi-[2]	[5]-resi-[3]	[5]-resi-[4]	welisé
Kairui	se	kirua	kitele	kihoo	kilím	kinee	kihiti	kikoho	kisia	bosé
Waimaha	se	kairuo	kaitelu	kaihaa	kailime	kainena	kaihitu	kaikaha	kaisiwe	basé
Sikka	ha	rua	telu	hutu	lima	ena	pitu	walu	niwa	pulu
Lamaholot	to’u	tua	təlu	pat	léma	nəm	pito	buto	hiwa	pulo
Alor	tɔ́hu	rúwa	tállɔ	pɑ	ĺέmmɑ	námmu	píttɔ	búttɔ	híwa	kártow
Kedang	udéq	sué	telu	apaq	lémé	enéng	pitu	buturai	lémé-apaq	pulu
Roti	esà	duà	telu	ha	lima	nè	hitu	falu	siò	sanahulu
Timorese (Atoni)	ḿέsɛ	núa	t́έnu	ha:	níma	nɛ:	hítu	fánu	sífɔ	wɔ́’ɛs
…Baikenu	mese	nua	teun	haa	nim	nee	hiut	faun	sio	boés
Habun	isa	rua	tolu	haa	lima	neen	hitu	ualu	sia	sanulu
Tetun	ída	rúa	tɔ́lu	ha:t	líma	nɛ:n	hítu	walu	sia	sanúlu
…Belunese	ida	rua	tolu	ha:t	lima	ne:n	hitu	ualu	siwi	sanulu
…Bekais	isa	rua	tolu	hoat	lima	inan	hitu	ualu	siwi	sakulu
Tugun	eha	farua	fatelu	fa’aat	falima	faneen	fa’itu	fakau	fasia	sunulu
Kemak	sia	rua	telu	pata	lima	neme	icu	balu	sibe	sapulu
Tukudede	ísɔ	ru	t́έ:lu	pat	líma	vívɛ ńέsɔ	vɔ́vɛ rú	vɔvɛ t́έ:lu	vɔ́vɛ pát	sagúlu
Mambai	ide	ru	têlu	pat	lime	hóho-n-ida	hóho ru	hóho-têlu	hóho-pat	sagúlu
Ainaro	id	rua	tel	pat	lim	lim-nain-ide	lim-nai-rua	lim-nai-tel	lim-nai-pata	sagúl
Galoli	nehe	irua	itelu	ihaat	ilima	ineen	ihitu	ihaa	isia	sanulu
Talur	nehe	erua	etelu	ehaat	elima	eneem	ehitu	ehaa	esia	sanulo
Lakalei	-saa	-lua	-tolu	-vaa	-lima	-uolo	-vitu	-ualu	ualasiu	savulu
Idaté	isa	rua	telu	aat	lima	neen	hitu	ualu		sanulu
Wetar (Perai)	nehe	ʔir̃ua	ʔitelu	ʔinhaʔat	ʔilima	ʔinen	ʔihitu	ʔihau	ʔisia	senulu
…Rahesuk	iha	barua	batelu	waa	balima	baneen	baítu	pawau	pasia	sanulu
…Raklungu	hea	herua	hetelu	heát	helima	heneen	heítu	he’au	hesé	sengulu
Roma	ʔidʌ	wor̃úa	wotélu	woʔata	wolima	wonéma	woʔitu	woʔállu	wohín	ʔidwéli
Kisar	’iʈa	wo’roʔo	wo’kelu	in’haʔat	wo’lima	wo’nɛme	wo’isku	wo’ʔa:	wo’hi:	iʈa’weli
…Lóvaia	itetlá	urua	okelo	o’aka	wlima	oneme	oíko	oava	osia	ideli
Letri Lgona (Luang)	ida	wo-rua	wo-telu	wo-ata	wo-lima	wo-nema	wo-itu	wo-awa	wo-sia	snunu
Dai	mɛd	r̃u	ten	ʔat	nim	nɛm	ʔith	ʔaw	siw	dwut
Dawera	mɛd	r̃uv	tɛl	ʔath	lim	lɛm	ʔitn	ʔavw	siuw	dəwut
Masela	met	wuru	wokkel	fyek	wulim	wonen	woi	woa	wossem	wukki
Damar	mehan	wor̃u	wotelu	wuata	wolim	wonem	woitu	žwalu	wosi	wusor̃
Teun	mesa	r̃u	tɛlu	natu	limu	nɛmu	itu	walu	si	futtɔta
Serua	mesa	rud	tɛlu	natu	limu	nɛmu	itu	alu	sia	wutɔsa
*3Bima-Sumba
Bima	sa	rua	tělu	paq	lima	němu	pitu	walu	siwa	pulu
Kodi	iha	dua	tâlu	patô		nâmô		pondopatô	banda’iha	hakambolu
Lamboya	diha	duda	tauda	pata	limma	annuʔ	pitouʔ	podopata	kabanina	kabull
Weyewa	iya	duada	touda	pata	limma	enne	pittu	pondopata	iwa	kambullu
Anakalangu	haingi	d’ua	tilu	patu	lima	namu	pitu	walu	hiwa	nabulu
Mamboro	sisa	duada	taula			nâmu	pisu	walu	siwa	sakambulu
E Sumbanese (Kambera)	hau	damboe	tèloe	pāboe	līmā	nōmoe	pītoe	waloe	sīwā	sekemboeloe
Savu	ehi	dué	telu	ěpa	lemi	ena	pidu	aru	hejo	henguru
Manggarai	tja	sua	tělu	pat	lima	enem	pitu	alo	tjok	tjampulu
Riung	sa	zua	tělu	pat	lima	non	pituq	waluq	siwaq	puluq
Ende	assa	rua	táru	wutu	rima	rima ǎssa	rima rua	rua mbutu	tarǎssa	samburu
Lio	ěsa	rua	tělu	sutu	lima	lima ěsa	lima rua	ruambutu	terràsa	sambulu
Palu’e	sa	rua	tuu	pǎ	lima	ené	pitu	walu	hiva	hapulu
Ngada	ěsa	zua	tělu	wutu	lima	lima ěsa	lima zua	zua butu	ta ěsa	sabulu
**Eastern
*3S Halmahera-NW New Guinea
*4Bomberai
Kaiwai	isamós	wet	tor	fat	rim	rim isamós	rim wet	rim tor	rim bat	fúca
Uruangnirin	sa	núa	téni	fat	nima	nem	taraŋsá	terinúa	sapúti	pucá
Onin	sa	lua	téni	fat	níma	nɛm	tařasá	tařa nua	səpútih	pusúa
Sekar	isáʔ	núa	teni	fat	nima	nema	búteras	beterúa	masbúti	busuá
